qid,label,description,author,genre,form_of_creative_work,language,country,publication_date,publisher,instance_of,award_received,first_line,last_line,epigraph,genre_from_description,genre_clean,genre_combined,genre_standardized,publication_year,literary_period,country_grouped,text,text_filtered,fiction_type,is_predicted,prediction_confidence
Q627749,A Confederacy of Dunces,1980 novel by John Kennedy Toole,John Kennedy Toole,tragicomedy,,English,United States,+1980-01-01T00:00:00Z,Louisiana State University,literary work,Pulitzer Prize for Fiction,,,,,tragicomedy,tragicomedy,realistic,1980.0,contemporary,United States,A Confederacy of Dunces 1980 novel by John Kennedy Toole,a of novel by,realistic,False,
Q466605,Charlie and the Chocolate Factory,1964 children's novel by Roald Dahl,Roald Dahl,children's fiction,chapter book,English,United Kingdom,+1964-00-00T00:00:00Z,Alfred A. Knopf,literary work,,,,,,children's fiction,children's fiction,other,1964.0,postwar,United Kingdom,Charlie and the Chocolate Factory 1964 children's novel by Roald Dahl,and the factory children 's novel by,speculative,True,0.5649234094332959
Q7798359,Throne of Glass,novel series by Sarah J. Maas,Sarah J. Maas,fantasy,,English,United States,+2012-08-00T00:00:00Z,,novel series,,,,,,fantasy,fantasy,speculative,2012.0,modern,United States,Throne of Glass novel series by Sarah J. Maas,throne of novel series by,speculative,False,
Q189509,The Jungle Book,1894 short story collection by Rudyard Kipling,Rudyard Kipling,didactic literature,short story collection,English,United Kingdom,+1894-00-00T00:00:00Z,,literary work,,,,,,didactic literature,didactic literature,other,1894.0,victorian,United Kingdom,The Jungle Book 1894 short story collection by Rudyard Kipling,the short story collection by,speculative,True,0.5942515142446176
Q844,James Bond,series of books about a British spy,Ian Fleming,,,English,,,,book series,,,,,,,,,,unknown,unknown,James Bond series of books about a British spy,series of books about a british spy,speculative,True,0.634512547008771
Q4003685,An Artist of the Floating World,novel by Kazuo Ishiguro,Kazuo Ishiguro,,novel,English,United Kingdom,+1986-00-00T00:00:00Z,Faber & Faber,written work,Costa Book Awards,,,,,,,,1986.0,contemporary,United Kingdom,An Artist of the Floating World novel by Kazuo Ishiguro,an artist of the novel by,speculative,True,0.5953734593237603
Q530406,Charlie and the Great Glass Elevator,1972 children's novel written by Roald Dahl,Roald Dahl,science fantasy,chapter book,English,United Kingdom,+1972-00-00T00:00:00Z,Alfred A. Knopf,literary work,,,,,,science fantasy,science fantasy,speculative,1972.0,contemporary,United Kingdom,Charlie and the Great Glass Elevator 1972 children's novel written by Roald Dahl,and the children 's novel written by,speculative,False,
Q936801,Watership Down,1972 novel by Richard Adams,Richard Adams,fantasy,novel,English,England,+1972-11-00T00:00:00Z,,literary work,NPR Top 100 Science Fiction and Fantasy Books,,,,,fantasy,fantasy,speculative,1972.0,contemporary,England,Watership Down 1972 novel by Richard Adams,novel by,speculative,False,
Q240617,Père Goriot,1835 novel by Honoré de Balzac,Honoré de Balzac,historical fiction,novel,French,France,+1835-03-00T00:00:00Z,,literary work,,,,,,historical fiction,historical fiction,realistic,1835.0,romantic,France,Père Goriot 1835 novel by Honoré de Balzac,novel by de,realistic,False,
Q311449,The Reader,novel by Bernhard Schlink,Bernhard Schlink,Holocaust literature,novel,German,Germany,+1995-01-01T00:00:00Z,,literary work,Hans Fallada Prize,,,,,Holocaust literature,Holocaust literature,other,1995.0,contemporary,other,The Reader novel by Bernhard Schlink,the novel by,other,False,
Q1249536,The Scarlet Pimpernel,novel by Emma Orczy,Emma Orczy,cloak and dagger novel,novel,English,United Kingdom,+1905-00-00T00:00:00Z,Hutchinson,literary work,,"A surging, seething, murmuring crowd of beings that are human only in name, for to the eye and ear they seem naught but savage creatures, animated by vile passions and by the lust of vengeance and of hate.","It is also a fact that M. Chauvelin, the accredited agent of the French Republican Government, was not present at that or any other social function in London, after that memorable evening at Lord Grenville's ball.",,,cloak and dagger novel,cloak and dagger novel,realistic,1905.0,modernist,United Kingdom,"The Scarlet Pimpernel A surging, seething, murmuring crowd of beings that are human only in name, for to the eye and ear they seem naught but savage creatures, animated by vile passions and by the lust of vengeance and of hate. It is also a fact that M. Chauvelin, the accredited agent of the French Republican Government, was not present at that or any other social function in London, after that memorable evening at Lord Grenville's ball. novel by Emma Orczy","the surging , seething , murmuring crowd of beings that are human only in name , for to the eye and ear they seem naught but savage creatures , animated by vile passions and by the lust of vengeance and of hate . it is also a fact that , the accredited agent of the french , was not present at that or any other social function in , after that memorable evening at 's ball . novel by",realistic,False,
Q1215659,The Rats in the Walls,1924 short story by H. P. Lovecraft,H. P. Lovecraft,science fiction,short story,English,United States,+1924-00-00T00:00:00Z,,literary work,,"On July 16, 1923, I moved into Exham Priory after the last workman had finished his labors.","They must know it was the rats; the slithering, scurrying rats whose scampering will never let me sleep; the demon rats that race behind the padding in this room and beckon me down to greater horrors than I have ever known; the rats they can never hear; the rats, the rats in the walls!",,,science fiction,science fiction,speculative,1924.0,modernist,United States,"The Rats in the Walls On July 16, 1923, I moved into Exham Priory after the last workman had finished his labors. They must know it was the rats; the slithering, scurrying rats whose scampering will never let me sleep; the demon rats that race behind the padding in this room and beckon me down to greater horrors than I have ever known; the rats they can never hear; the rats, the rats in the walls! 1924 short story by H. P. Lovecraft","the in the on , , i moved into after the last workman had finished his labors . they must know it was the rats ; the slithering , scurrying rats whose scampering will never let me sleep ; the demon rats that race behind the padding in this room and beckon me down to greater horrors than i have ever known ; the rats they can never hear ; the rats , the rats in the walls ! short story by",speculative,False,
Q459667,The Murders in the Rue Morgue,novella by Edgar Allan Poe,Edgar Allan Poe,detective fiction,short story,English,United States,+1841-00-00T00:00:00Z,Graham's Magazine,literary work,,,,,,detective fiction,detective fiction,realistic,1841.0,victorian,United States,The Murders in the Rue Morgue novella by Edgar Allan Poe,the in the novella by,realistic,False,
Q8265,Dream of the Red Chamber,one of China's Four Great Classical Novels,Cao Xueqin,zhanghui novel,novel,written vernacular Chinese,Qing dynasty,+1792-00-00T00:00:00Z,,literary work,,卻說那女媧氏煉石補天之時，於大荒山無稽崖煉成高十二丈、見方二十四丈大的頑石三萬六千五百零一塊。那媧皇只用了三萬六千五百塊，單單剩下一塊未用，棄在青埂峰下。誰知此石自經鍛煉之後，靈性已通，自去自來，可大可小。因見眾石俱得補天，獨自己無才，不得入選，遂自怨自愧，日夜悲哀。,,,,zhanghui novel,zhanghui novel,other,1792.0,classical,other,Dream of the Red Chamber 卻說那女媧氏煉石補天之時，於大荒山無稽崖煉成高十二丈、見方二十四丈大的頑石三萬六千五百零一塊。那媧皇只用了三萬六千五百塊，單單剩下一塊未用，棄在青埂峰下。誰知此石自經鍛煉之後，靈性已通，自去自來，可大可小。因見眾石俱得補天，獨自己無才，不得入選，遂自怨自愧，日夜悲哀。 one of China's Four Great Classical Novels,dream of the of 's,speculative,True,0.5604474281700736
Q215983,The Grapes of Wrath,1939 novel by John Steinbeck,John Steinbeck,historical fiction,novel,English,United States,+1939-04-14T00:00:00Z,,literary work,Le Monde's 100 Books of the Century,"To the red country and part of the gray country of Oklahoma, the last rains came gently, and they did not cut the scarred earth.","She looked up and across the barn, and her lips came together and smiled mysteriously.",,,historical fiction,historical fiction,realistic,1939.0,modernist,United States,"The Grapes of Wrath To the red country and part of the gray country of Oklahoma, the last rains came gently, and they did not cut the scarred earth. She looked up and across the barn, and her lips came together and smiled mysteriously. 1939 novel by John Steinbeck","the of to the red country and part of the gray country of , the last rains came gently , and they did not cut the scarred earth . she looked up and across the barn , and her lips came together and smiled mysteriously . novel by",realistic,False,
Q734493,I Am Legend,1954 novel by Richard Matheson,Richard Matheson,vampire fiction,novel,English,United States,+1954-01-01T00:00:00Z,Gold Medal Books,literary work,Tähtivaeltaja Award,,,,,vampire fiction,vampire fiction,speculative,1954.0,postwar,United States,I Am Legend 1954 novel by Richard Matheson,i am legend novel by,speculative,False,
